STREET_NAME,DATE,TIME,TOTAL_SPACES,OCCUPIED_SPACES
Harrison Street,2023-10-07,01:00:00,35,8
Harrison Street,2023-10-07,01:15:00,35,11
Harrison Street,2023-10-07,01:30:00,35,7
Harrison Street,2023-10-07,01:45:00,35,9
Harrison Street,2023-10-07,02:00:00,35,9
Harrison Street,2023-10-07,02:15:00,35,9
Harrison Street,2023-10-07,02:30:00,35,11
Harrison Street,2023-10-07,02:45:00,35,6
Harrison Street,2023-10-07,03:00:00,35,11
Harrison Street,2023-10-07,03:15:00,35,5
Harrison Street,2023-10-07,03:30:00,35,10
Harrison Street,2023-10-07,03:45:00,35,7
Harrison Street,2023-10-07,04:00:00,35,5
Harrison Street,2023-10-07,04:15:00,35,10
Harrison Street,2023-10-07,04:30:00,35,6
Harrison Street,2023-10-07,04:45:00,35,4
Harrison Street,2023-10-07,05:00:00,35,7
Harrison Street,2023-10-07,05:15:00,35,7
Harrison Street,2023-10-07,05:30:00,35,6
Harrison Street,2023-10-07,05:45:00,35,6
Harrison Street,2023-10-07,06:00:00,35,4
Harrison Street,2023-10-07,06:15:00,35,9
Harrison Street,2023-10-07,06:30:00,35,6
Harrison Street,2023-10-07,06:45:00,35,6
Harrison Street,2023-10-07,07:00:00,35,9
Harrison Street,2023-10-07,07:15:00,35,4
Harrison Street,2023-10-07,07:30:00,35,11
Harrison Street,2023-10-07,07:45:00,35,4
Harrison Street,2023-10-07,08:00:00,35,33
Harrison Street,2023-10-07,08:15:00,35,32
Harrison Street,2023-10-07,08:30:00,35,34
Harrison Street,2023-10-07,08:45:00,35,29
Harrison Street,2023-10-07,09:00:00,35,28
Harrison Street,2023-10-07,09:15:00,35,27
Harrison Street,2023-10-07,09:30:00,35,28
Harrison Street,2023-10-07,09:45:00,35,27
Harrison Street,2023-10-07,10:00:00,35,34
Harrison Street,2023-10-07,10:15:00,35,31
Harrison Street,2023-10-07,10:30:00,35,27
Harrison Street,2023-10-07,10:45:00,35,30
Harrison Street,2023-10-07,11:00:00,35,22
Harrison Street,2023-10-07,11:15:00,35,20
Harrison Street,2023-10-07,11:30:00,35,17
Harrison Street,2023-10-07,11:45:00,35,19
Harrison Street,2023-10-07,12:00:00,35,24
Harrison Street,2023-10-07,12:15:00,35,24
Harrison Street,2023-10-07,12:30:00,35,22
Harrison Street,2023-10-07,12:45:00,35,24
Harrison Street,2023-10-07,13:00:00,35,21
Harrison Street,2023-10-07,13:15:00,35,19
Harrison Street,2023-10-07,13:30:00,35,22
Harrison Street,2023-10-07,13:45:00,35,19
Harrison Street,2023-10-07,14:00:00,35,22
Harrison Street,2023-10-07,14:15:00,35,18
Harrison Street,2023-10-07,14:30:00,35,19
Harrison Street,2023-10-07,14:45:00,35,22
Harrison Street,2023-10-07,15:00:00,35,18
Harrison Street,2023-10-07,15:15:00,35,25
Harrison Street,2023-10-07,15:30:00,35,24
Harrison Street,2023-10-07,15:45:00,35,22
Harrison Street,2023-10-07,16:00:00,35,34
Harrison Street,2023-10-07,16:15:00,35,31
Harrison Street,2023-10-07,16:30:00,35,28
Harrison Street,2023-10-07,16:45:00,35,26
Harrison Street,2023-10-07,17:00:00,35,28
Harrison Street,2023-10-07,17:15:00,35,31
Harrison Street,2023-10-07,17:30:00,35,27
Harrison Street,2023-10-07,17:45:00,35,30
Harrison Street,2023-10-07,18:00:00,35,29
Harrison Street,2023-10-07,18:15:00,35,30
Harrison Street,2023-10-07,18:30:00,35,31
Harrison Street,2023-10-07,18:45:00,35,29
Harrison Street,2023-10-07,19:00:00,35,10
Harrison Street,2023-10-07,19:15:00,35,6
Harrison Street,2023-10-07,19:30:00,35,11
Harrison Street,2023-10-07,19:45:00,35,8
Harrison Street,2023-10-07,20:00:00,35,6
Harrison Street,2023-10-07,20:15:00,35,8
Harrison Street,2023-10-07,20:30:00,35,3
Harrison Street,2023-10-07,20:45:00,35,11
Harrison Street,2023-10-07,21:00:00,35,6
Harrison Street,2023-10-07,21:15:00,35,6
Harrison Street,2023-10-07,21:30:00,35,9
Harrison Street,2023-10-07,21:45:00,35,11
Harrison Street,2023-10-07,22:00:00,35,6
Harrison Street,2023-10-07,22:15:00,35,8
Harrison Street,2023-10-07,22:30:00,35,11
Harrison Street,2023-10-07,22:45:00,35,5
Harrison Street,2023-10-07,23:00:00,35,11
Harrison Street,2023-10-07,23:15:00,35,8
Harrison Street,2023-10-07,23:30:00,35,3
Harrison Street,2023-10-07,23:45:00,35,9
Essex Street,2023-10-01,00:00:00,33,11
Essex Street,2023-10-01,00:15:00,33,3
Essex Street,2023-10-01,00:30:00,33,8
Essex Street,2023-10-01,00:45:00,33,9
Essex Street,2023-10-01,01:00:00,33,4
Essex Street,2023-10-01,01:15:00,33,8
Essex Street,2023-10-01,01:30:00,33,8
Essex Street,2023-10-01,01:45:00,33,6
Essex Street,2023-10-01,02:00:00,33,3
Essex Street,2023-10-01,02:15:00,33,10
Essex Street,2023-10-01,02:30:00,33,9
Essex Street,2023-10-01,02:45:00,33,6
Essex Street,2023-10-01,03:00:00,33,5
Essex Street,2023-10-01,03:15:00,33,9
Essex Street,2023-10-01,03:30:00,33,6
Essex Street,2023-10-01,03:45:00,33,8
Essex Street,2023-10-01,04:00:00,33,7
Essex Street,2023-10-01,04:15:00,33,5
Essex Street,2023-10-01,04:30:00,33,4
Essex Street,2023-10-01,04:45:00,33,5
Essex Street,2023-10-01,05:00:00,33,4
Essex Street,2023-10-01,05:15:00,33,8
Essex Street,2023-10-01,05:30:00,33,11
Essex Street,2023-10-01,05:45:00,33,5
Essex Street,2023-10-01,06:00:00,33,7
Essex Street,2023-10-01,06:15:00,33,4
Essex Street,2023-10-01,06:30:00,33,5
Essex Street,2023-10-01,06:45:00,33,3
Essex Street,2023-10-01,07:00:00,33,3
Essex Street,2023-10-01,07:15:00,33,4
Essex Street,2023-10-01,07:30:00,33,9
Essex Street,2023-10-01,07:45:00,33,6
Essex Street,2023-10-01,08:00:00,33,31
Essex Street,2023-10-01,08:15:00,33,26
Essex Street,2023-10-01,08:30:00,33,27
Essex Street,2023-10-01,08:45:00,33,29
Essex Street,2023-10-01,09:00:00,33,28
Essex Street,2023-10-01,09:15:00,33,28
Essex Street,2023-10-01,09:30:00,33,26
Essex Street,2023-10-01,09:45:00,33,27
Essex Street,2023-10-01,10:00:00,33,31
Essex Street,2023-10-01,10:15:00,33,28
Essex Street,2023-10-01,10:30:00,33,31
Essex Street,2023-10-01,10:45:00,33,25
Essex Street,2023-10-01,11:00:00,33,24
Essex Street,2023-10-01,11:15:00,33,17
Essex Street,2023-10-01,11:30:00,33,17
Essex Street,2023-10-01,11:45:00,33,17
Essex Street,2023-10-01,12:00:00,33,24
Essex Street,2023-10-01,12:15:00,33,23
Essex Street,2023-10-01,12:30:00,33,17
Essex Street,2023-10-01,12:45:00,33,20
Essex Street,2023-10-01,13:00:00,33,18
Essex Street,2023-10-01,13:15:00,33,16
Essex Street,2023-10-01,13:30:00,33,23
Essex Street,2023-10-01,13:45:00,33,19
Essex Street,2023-10-01,14:00:00,33,21
Essex Street,2023-10-01,14:15:00,33,21
Essex Street,2023-10-01,14:30:00,33,17
Essex Street,2023-10-01,14:45:00,33,17
Essex Street,2023-10-01,15:00:00,33,24
Essex Street,2023-10-01,15:15:00,33,18
Essex Street,2023-10-01,15:30:00,33,22
Essex Street,2023-10-01,15:45:00,33,20
Essex Street,2023-10-01,16:00:00,33,31
Essex Street,2023-10-01,16:15:00,33,27
Essex Street,2023-10-01,16:30:00,33,30
Essex Street,2023-10-01,16:45:00,33,25
Essex Street,2023-10-01,17:00:00,33,32
Essex Street,2023-10-01,17:15:00,33,24
Essex Street,2023-10-01,17:30:00,33,31
Essex Street,2023-10-01,17:45:00,33,32
Essex Street,2023-10-01,18:00:00,33,25
Essex Street,2023-10-01,18:15:00,33,27
Essex Street,2023-10-01,18:30:00,33,29
Essex Street,2023-10-01,18:45:00,33,31
Essex Street,2023-10-01,19:00:00,33,5
Essex Street,2023-10-01,19:15:00,33,10
Essex Street,2023-10-01,19:30:00,33,7
Essex Street,2023-10-01,19:45:00,33,5
Essex Street,2023-10-01,20:00:00,33,7
Essex Street,2023-10-01,20:15:00,33,5
Essex Street,2023-10-01,20:30:00,33,10
Essex Street,2023-10-01,20:45:00,33,4
Essex Street,2023-10-01,21:00:00,33,6
Essex Street,2023-10-01,21:15:00,33,11
Essex Street,2023-10-01,21:30:00,33,7
Essex Street,2023-10-01,21:45:00,33,9
Essex Street,2023-10-01,22:00:00,33,9
Essex Street,2023-10-01,22:15:00,33,10
Essex Street,2023-10-01,22:30:00,33,5
Essex Street,2023-10-01,22:45:00,33,10
Essex Street,2023-10-01,23:00:00,33,3
Essex Street,2023-10-01,23:15:00,33,11
Essex Street,2023-10-01,23:30:00,33,7
Essex Street,2023-10-01,23:45:00,33,11
Essex Street,2023-10-02,00:00:00,33,10
Essex Street,2023-10-02,00:15:00,33,9
Essex Street,2023-10-02,00:30:00,33,11
Essex Street,2023-10-02,00:45:00,33,7
Essex Street,2023-10-02,01:00:00,33,9
Essex Street,2023-10-02,01:15:00,33,6
Essex Street,2023-10-02,01:30:00,33,6
Essex Street,2023-10-02,01:45:00,33,11
Essex Street,2023-10-02,02:00:00,33,11
Essex Street,2023-10-02,02:15:00,33,5
Essex Street,2023-10-02,02:30:00,33,3
Essex Street,2023-10-02,02:45:00,33,11
Essex Street,2023-10-02,03:00:00,33,4
Essex Street,2023-10-02,03:15:00,33,10
Essex Street,2023-10-02,03:30:00,33,6
Essex Street,2023-10-02,03:45:00,33,7
Essex Street,2023-10-02,04:00:00,33,5
Essex Street,2023-10-02,04:15:00,33,3
Essex Street,2023-10-02,04:30:00,33,9
Essex Street,2023-10-02,04:45:00,33,11
Essex Street,2023-10-02,05:00:00,33,3
Essex Street,2023-10-02,05:15:00,33,5
Essex Street,2023-10-02,05:30:00,33,10
Essex Street,2023-10-02,05:45:00,33,10
Essex Street,2023-10-02,06:00:00,33,4
Essex Street,2023-10-02,06:15:00,33,9
Essex Street,2023-10-02,06:30:00,33,6
Essex Street,2023-10-02,06:45:00,33,4
Essex Street,2023-10-02,07:00:00,33,8
Essex Street,2023-10-02,07:15:00,33,10
Essex Street,2023-10-02,07:30:00,33,10
Essex Street,2023-10-02,07:45:00,33,9
Essex Street,2023-10-02,08:00:00,33,30
Essex Street,2023-10-02,08:15:00,33,29
Essex Street,2023-10-02,08:30:00,33,28
Essex Street,2023-10-02,08:45:00,33,28
Essex Street,2023-10-02,09:00:00,33,30
Essex Street,2023-10-02,09:15:00,33,24
Essex Street,2023-10-02,09:30:00,33,29
Essex Street,2023-10-02,09:45:00,33,28
Essex Street,2023-10-02,10:00:00,33,27
Essex Street,2023-10-02,10:15:00,33,28
Essex Street,2023-10-02,10:30:00,33,26
Essex Street,2023-10-02,10:45:00,33,31
Essex Street,2023-10-02,11:00:00,33,16
Essex Street,2023-10-02,11:15:00,33,22
Essex Street,2023-10-02,11:30:00,33,23
Essex Street,2023-10-02,11:45:00,33,17
Essex Street,2023-10-02,12:00:00,33,16
Essex Street,2023-10-02,12:15:00,33,24
Essex Street,2023-10-02,12:30:00,33,23
Essex Street,2023-10-02,12:45:00,33,16
Essex Street,2023-10-02,13:00:00,33,24
Essex Street,2023-10-02,13:15:00,33,18
Essex Street,2023-10-02,13:30:00,33,20
Essex Street,2023-10-02,13:45:00,33,22
Essex Street,2023-10-02,14:00:00,33,20
Essex Street,2023-10-02,14:15:00,33,22
Essex Street,2023-10-02,14:30:00,33,17
Essex Street,2023-10-02,14:45:00,33,19
Essex Street,2023-10-02,15:00:00,33,16
Essex Street,2023-10-02,15:15:00,33,17
Essex Street,2023-10-02,15:30:00,33,17
Essex Street,2023-10-02,15:45:00,33,18
Essex Street,2023-10-02,16:00:00,33,25
Essex Street,2023-10-02,16:15:00,33,26
Essex Street,2023-10-02,16:30:00,33,31
Essex Street,2023-10-02,16:45:00,33,32
Essex Street,2023-10-02,17:00:00,33,29
Essex Street,2023-10-02,17:15:00,33,27
Essex Street,2023-10-02,17:30:00,33,27
Essex Street,2023-10-02,17:45:00,33,26
Essex Street,2023-10-02,18:00:00,33,26
Essex Street,2023-10-02,18:15:00,33,26
Essex Street,2023-10-02,18:30:00,33,25
Essex Street,2023-10-02,18:45:00,33,30
Essex Street,2023-10-02,19:00:00,33,10
Essex Street,2023-10-02,19:15:00,33,10
Essex Street,2023-10-02,19:30:00,33,4
Essex Street,2023-10-02,19:45:00,33,8
Essex Street,2023-10-02,20:00:00,33,9
Essex Street,2023-10-02,20:15:00,33,10
Essex Street,2023-10-02,20:30:00,33,7
Essex Street,2023-10-02,20:45:00,33,9
Essex Street,2023-10-02,21:00:00,33,7
Essex Street,2023-10-02,21:15:00,33,11
Essex Street,2023-10-02,21:30:00,33,6
Essex Street,2023-10-02,21:45:00,33,8
Essex Street,2023-10-02,22:00:00,33,11
Essex Street,2023-10-02,22:15:00,33,4
Essex Street,2023-10-02,22:30:00,33,3
Essex Street,2023-10-02,22:45:00,33,5
Essex Street,2023-10-02,23:00:00,33,7
Essex Street,2023-10-02,23:15:00,33,4
Essex Street,2023-10-02,23:30:00,33,5
Essex Street,2023-10-02,23:45:00,33,7
Essex Street,2023-10-03,00:00:00,33,10
Essex Street,2023-10-03,00:15:00,33,10
Essex Street,2023-10-03,00:30:00,33,6
Essex Street,2023-10-03,00:45:00,33,8
Essex Street,2023-10-03,01:00:00,33,5
Essex Street,2023-10-03,01:15:00,33,9
Essex Street,2023-10-03,01:30:00,33,3
Essex Street,2023-10-03,01:45:00,33,7
Essex Street,2023-10-03,02:00:00,33,3
Essex Street,2023-10-03,02:15:00,33,10
Essex Street,2023-10-03,02:30:00,33,5
Essex Street,2023-10-03,02:45:00,33,7
Essex Street,2023-10-03,03:00:00,33,10
Essex Street,2023-10-03,03:15:00,33,4
Essex Street,2023-10-03,03:30:00,33,10
Essex Street,2023-10-03,03:45:00,33,8
Essex Street,2023-10-03,04:00:00,33,11
Essex Street,2023-10-03,04:15:00,33,7
Essex Street,2023-10-03,04:30:00,33,10
Essex Street,2023-10-03,04:45:00,33,10
Essex Street,2023-10-03,05:00:00,33,7
Essex Street,2023-10-03,05:15:00,33,6
Essex Street,2023-10-03,05:30:00,33,4
Essex Street,2023-10-03,05:45:00,33,9
Essex Street,2023-10-03,06:00:00,33,10
Essex Street,2023-10-03,06:15:00,33,4
Essex Street,2023-10-03,06:30:00,33,8
Essex Street,2023-10-03,06:45:00,33,6
Essex Street,2023-10-03,07:00:00,33,3
Essex Street,2023-10-03,07:15:00,33,9
Essex Street,2023-10-03,07:30:00,33,9
Essex Street,2023-10-03,07:45:00,33,6
Essex Street,2023-10-03,08:00:00,33,31
Essex Street,2023-10-03,08:15:00,33,30
Essex Street,2023-10-03,08:30:00,33,24
Essex Street,2023-10-03,08:45:00,33,31
Essex Street,2023-10-03,09:00:00,33,32
Essex Street,2023-10-03,09:15:00,33,28
Essex Street,2023-10-03,09:30:00,33,31
Essex Street,2023-10-03,09:45:00,33,28
Essex Street,2023-10-03,10:00:00,33,26
Essex Street,2023-10-03,10:15:00,33,25
Essex Street,2023-10-03,10:30:00,33,31
Essex Street,2023-10-03,10:45:00,33,26
Essex Street,2023-10-03,11:00:00,33,22
Essex Street,2023-10-03,11:15:00,33,22
Essex Street,2023-10-03,11:30:00,33,22
Essex Street,2023-10-03,11:45:00,33,18
Essex Street,2023-10-03,12:00:00,33,17
Essex Street,2023-10-03,12:15:00,33,18
Essex Street,2023-10-03,12:30:00,33,16
Essex Street,2023-10-03,12:45:00,33,19
Essex Street,2023-10-03,13:00:00,33,21
Essex Street,2023-10-03,13:15:00,33,19
Essex Street,2023-10-03,13:30:00,33,21
Essex Street,2023-10-03,13:45:00,33,16
Essex Street,2023-10-03,14:00:00,33,21
Essex Street,2023-10-03,14:15:00,33,21
Essex Street,2023-10-03,14:30:00,33,22
Essex Street,2023-10-03,14:45:00,33,23
Essex Street,2023-10-03,15:00:00,33,21
Essex Street,2023-10-03,15:15:00,33,21
Essex Street,2023-10-03,15:30:00,33,24
Essex Street,2023-10-03,15:45:00,33,20
Essex Street,2023-10-03,16:00:00,33,32
Essex Street,2023-10-03,16:15:00,33,31
Essex Street,2023-10-03,16:30:00,33,27
Essex Street,2023-10-03,16:45:00,33,30
Essex Street,2023-10-03,17:00:00,33,31
Essex Street,2023-10-03,17:15:00,33,25
Essex Street,2023-10-03,17:30:00,33,25
Essex Street,2023-10-03,17:45:00,33,26
Essex Street,2023-10-03,18:00:00,33,31
Essex Street,2023-10-03,18:15:00,33,32
Essex Street,2023-10-03,18:30:00,33,29
Essex Street,2023-10-03,18:45:00,33,27
Essex Street,2023-10-03,19:00:00,33,6
Essex Street,2023-10-03,19:15:00,33,11
Essex Street,2023-10-03,19:30:00,33,11
Essex Street,2023-10-03,19:45:00,33,11
Essex Street,2023-10-03,20:00:00,33,6
Essex Street,2023-10-03,20:15:00,33,9
Essex Street,2023-10-03,20:30:00,33,10
Essex Street,2023-10-03,20:45:00,33,4
Essex Street,2023-10-03,21:00:00,33,9
Essex Street,2023-10-03,21:15:00,33,11
Essex Street,2023-10-03,21:30:00,33,8
Essex Street,2023-10-03,21:45:00,33,9
Essex Street,2023-10-03,22:00:00,33,5
Essex Street,2023-10-03,22:15:00,33,4
Essex Street,2023-10-03,22:30:00,33,5
Essex Street,2023-10-03,22:45:00,33,5
Essex Street,2023-10-03,23:00:00,33,9
Essex Street,2023-10-03,23:15:00,33,7
Essex Street,2023-10-03,23:30:00,33,7
Essex Street,2023-10-03,23:45:00,33,8
Essex Street,2023-10-04,00:00:00,33,9
Essex Street,2023-10-04,00:15:00,33,8
Essex Street,2023-10-04,00:30:00,33,7
Essex Street,2023-10-04,00:45:00,33,9
Essex Street,2023-10-04,01:00:00,33,4
Essex Street,2023-10-04,01:15:00,33,3
Essex Street,2023-10-04,01:30:00,33,8
Essex Street,2023-10-04,01:45:00,33,6
Essex Street,2023-10-04,02:00:00,33,4
Essex Street,2023-10-04,02:15:00,33,8
Essex Street,2023-10-04,02:30:00,33,8
Essex Street,2023-10-04,02:45:00,33,11
Essex Street,2023-10-04,03:00:00,33,3
Essex Street,2023-10-04,03:15:00,33,7
Essex Street,2023-10-04,03:30:00,33,11
Essex Street,2023-10-04,03:45:00,33,5
Essex Street,2023-10-04,04:00:00,33,6
Essex Street,2023-10-04,04:15:00,33,9
Essex Street,2023-10-04,04:30:00,33,10
Essex Street,2023-10-04,04:45:00,33,5
Essex Street,2023-10-04,05:00:00,33,10
Essex Street,2023-10-04,05:15:00,33,3
Essex Street,2023-10-04,05:30:00,33,6
Essex Street,2023-10-04,05:45:00,33,5
Essex Street,2023-10-04,06:00:00,33,8
Essex Street,2023-10-04,06:15:00,33,4
Essex Street,2023-10-04,06:30:00,33,3
Essex Street,2023-10-04,06:45:00,33,10
Essex Street,2023-10-04,07:00:00,33,4
Essex Street,2023-10-04,07:15:00,33,5
Essex Street,2023-10-04,07:30:00,33,5
Essex Street,2023-10-04,07:45:00,33,5
Essex Street,2023-10-04,08:00:00,33,26
Essex Street,2023-10-04,08:15:00,33,28
Essex Street,2023-10-04,08:30:00,33,26
Essex Street,2023-10-04,08:45:00,33,29
Essex Street,2023-10-04,09:00:00,33,32
Essex Street,2023-10-04,09:15:00,33,25
Essex Street,2023-10-04,09:30:00,33,30
Essex Street,2023-10-04,09:45:00,33,30
Essex Street,2023-10-04,10:00:00,33,26
Essex Street,2023-10-04,10:15:00,33,32
Essex Street,2023-10-04,10:30:00,33,26
Essex Street,2023-10-04,10:45:00,33,26
Essex Street,2023-10-04,11:00:00,33,21
Essex Street,2023-10-04,11:15:00,33,19
Essex Street,2023-10-04,11:30:00,33,19
Essex Street,2023-10-04,11:45:00,33,22
Essex Street,2023-10-04,12:00:00,33,19
Essex Street,2023-10-04,12:15:00,33,22
Essex Street,2023-10-04,12:30:00,33,20
Essex Street,2023-10-04,12:45:00,33,18
Essex Street,2023-10-04,13:00:00,33,23
Essex Street,2023-10-04,13:15:00,33,23
Essex Street,2023-10-04,13:30:00,33,23
Essex Street,2023-10-04,13:45:00,33,23
Essex Street,2023-10-04,14:00:00,33,23
Essex Street,2023-10-04,14:15:00,33,17
Essex Street,2023-10-04,14:30:00,33,24
Essex Street,2023-10-04,14:45:00,33,18
Essex Street,2023-10-04,15:00:00,33,18
Essex Street,2023-10-04,15:15:00,33,21
Essex Street,2023-10-04,15:30:00,33,17
Essex Street,2023-10-04,15:45:00,33,21
Essex Street,2023-10-04,16:00:00,33,27
Essex Street,2023-10-04,16:15:00,33,28
Essex Street,2023-10-04,16:30:00,33,28
Essex Street,2023-10-04,16:45:00,33,30
Essex Street,2023-10-04,17:00:00,33,27
Essex Street,2023-10-04,17:15:00,33,29
Essex Street,2023-10-04,17:30:00,33,31
Essex Street,2023-10-04,17:45:00,33,27
Essex Street,2023-10-04,18:00:00,33,25
Essex Street,2023-10-04,18:15:00,33,26
Essex Street,2023-10-04,18:30:00,33,25
Essex Street,2023-10-04,18:45:00,33,31
Essex Street,2023-10-04,19:00:00,33,9
Essex Street,2023-10-04,19:15:00,33,6
Essex Street,2023-10-04,19:30:00,33,3
Essex Street,2023-10-04,19:45:00,33,10
Essex Street,2023-10-04,20:00:00,33,11
Essex Street,2023-10-04,20:15:00,33,10
Essex Street,2023-10-04,20:30:00,33,11
Essex Street,2023-10-04,20:45:00,33,6
Essex Street,2023-10-04,21:00:00,33,7
Essex Street,2023-10-04,21:15:00,33,11
Essex Street,2023-10-04,21:30:00,33,5
Essex Street,2023-10-04,21:45:00,33,6
Essex Street,2023-10-04,22:00:00,33,9
Essex Street,2023-10-04,22:15:00,33,6
Essex Street,2023-10-04,22:30:00,33,4
Essex Street,2023-10-04,22:45:00,33,10
Essex Street,2023-10-04,23:00:00,33,4
Essex Street,2023-10-04,23:15:00,33,6
Essex Street,2023-10-04,23:30:00,33,9
Essex Street,2023-10-04,23:45:00,33,8
Essex Street,2023-10-05,00:00:00,33,3
Essex Street,2023-10-05,00:15:00,33,5
Essex Street,2023-10-05,00:30:00,33,4
Essex Street,2023-10-05,00:45:00,33,4
Essex Street,2023-10-05,01:00:00,33,10
Essex Street,2023-10-05,01:15:00,33,10
Essex Street,2023-10-05,01:30:00,33,11
Essex Street,2023-10-05,01:45:00,33,4
Essex Street,2023-10-05,02:00:00,33,5
Essex Street,2023-10-05,02:15:00,33,7
Essex Street,2023-10-05,02:30:00,33,5
Essex Street,2023-10-05,02:45:00,33,11
Essex Street,2023-10-05,03:00:00,33,9
Essex Street,2023-10-05,03:15:00,33,8
Essex Street,2023-10-05,03:30:00,33,6
Essex Street,2023-10-05,03:45:00,33,4
Essex Street,2023-10-05,04:00:00,33,8
Essex Street,2023-10-05,04:15:00,33,11
Essex Street,2023-10-05,04:30:00,33,6
Essex Street,2023-10-05,04:45:00,33,4
Essex Street,2023-10-05,05:00:00,33,4
Essex Street,2023-10-05,05:15:00,33,8
Essex Street,2023-10-05,05:30:00,33,8
Essex Street,2023-10-05,05:45:00,33,10
Essex Street,2023-10-05,06:00:00,33,10
Essex Street,2023-10-05,06:15:00,33,5
Essex Street,2023-10-05,06:30:00,33,10
Essex Street,2023-10-05,06:45:00,33,11
Essex Street,2023-10-05,07:00:00,33,3
Essex Street,2023-10-05,07:15:00,33,6
Essex Street,2023-10-05,07:30:00,33,10
Essex Street,2023-10-05,07:45:00,33,11
Essex Street,2023-10-05,08:00:00,33,31
Essex Street,2023-10-05,08:15:00,33,29
Essex Street,2023-10-05,08:30:00,33,31
Essex Street,2023-10-05,08:45:00,33,29
Essex Street,2023-10-05,09:00:00,33,32
Essex Street,2023-10-05,09:15:00,33,26
Essex Street,2023-10-05,09:30:00,33,28
Essex Street,2023-10-05,09:45:00,33,26
Essex Street,2023-10-05,10:00:00,33,30
Essex Street,2023-10-05,10:15:00,33,25
Essex Street,2023-10-05,10:30:00,33,24
Essex Street,2023-10-05,10:45:00,33,25
Essex Street,2023-10-05,11:00:00,33,18
Essex Street,2023-10-05,11:15:00,33,22
Essex Street,2023-10-05,11:30:00,33,19
Essex Street,2023-10-05,11:45:00,33,21
Essex Street,2023-10-05,12:00:00,33,23
Essex Street,2023-10-05,12:15:00,33,20
Essex Street,2023-10-05,12:30:00,33,19
Essex Street,2023-10-05,12:45:00,33,22
Essex Street,2023-10-05,13:00:00,33,18
Essex Street,2023-10-05,13:15:00,33,16
Essex Street,2023-10-05,13:30:00,33,18
Essex Street,2023-10-05,13:45:00,33,17
Essex Street,2023-10-05,14:00:00,33,16
Essex Street,2023-10-05,14:15:00,33,19
Essex Street,2023-10-05,14:30:00,33,21
Essex Street,2023-10-05,14:45:00,33,17
Essex Street,2023-10-05,15:00:00,33,18
Essex Street,2023-10-05,15:15:00,33,19
Essex Street,2023-10-05,15:30:00,33,17
Essex Street,2023-10-05,15:45:00,33,21
Essex Street,2023-10-05,16:00:00,33,25
Essex Street,2023-10-05,16:15:00,33,27
Essex Street,2023-10-05,16:30:00,33,27
Essex Street,2023-10-05,16:45:00,33,29
Essex Street,2023-10-05,17:00:00,33,27
Essex Street,2023-10-05,17:15:00,33,30
Essex Street,2023-10-05,17:30:00,33,30
Essex Street,2023-10-05,17:45:00,33,30
Essex Street,2023-10-05,18:00:00,33,26
Essex Street,2023-10-05,18:15:00,33,25
Essex Street,2023-10-05,18:30:00,33,28
Essex Street,2023-10-05,18:45:00,33,27
Essex Street,2023-10-05,19:00:00,33,4
Essex Street,2023-10-05,19:15:00,33,8
Essex Street,2023-10-05,19:30:00,33,8
Essex Street,2023-10-05,19:45:00,33,6
Essex Street,2023-10-05,20:00:00,33,8
Essex Street,2023-10-05,20:15:00,33,6
Essex Street,2023-10-05,20:30:00,33,4
Essex Street,2023-10-05,20:45:00,33,10
Essex Street,2023-10-05,21:00:00,33,3
Essex Street,2023-10-05,21:15:00,33,5
Essex Street,2023-10-05,21:30:00,33,10
Essex Street,2023-10-05,21:45:00,33,6
Essex Street,2023-10-05,22:00:00,33,5
Essex Street,2023-10-05,22:15:00,33,8
Essex Street,2023-10-05,22:30:00,33,4
Essex Street,2023-10-05,22:45:00,33,9
Essex Street,2023-10-05,23:00:00,33,7
Essex Street,2023-10-05,23:15:00,33,4
Essex Street,2023-10-05,23:30:00,33,5
Essex Street,2023-10-05,23:45:00,33,9
Essex Street,2023-10-06,00:00:00,33,9
Essex Street,2023-10-06,00:15:00,33,4
Essex Street,2023-10-06,00:30:00,33,3
Essex Street,2023-10-06,00:45:00,33,9
Essex Street,2023-10-06,01:00:00,33,7
Essex Street,2023-10-06,01:15:00,33,8
Essex Street,2023-10-06,01:30:00,33,8
Essex Street,2023-10-06,01:45:00,33,6
Essex Street,2023-10-06,02:00:00,33,7
Essex Street,2023-10-06,02:15:00,33,9
Essex Street,2023-10-06,02:30:00,33,5
Essex Street,2023-10-06,02:45:00,33,4
Essex Street,2023-10-06,03:00:00,33,4
Essex Street,2023-10-06,03:15:00,33,5
Essex Street,2023-10-06,03:30:00,33,4
Essex Street,2023-10-06,03:45:00,33,3
Essex Street,2023-10-06,04:00:00,33,3
Essex Street,2023-10-06,04:15:00,33,8
Essex Street,2023-10-06,04:30:00,33,9
Essex Street,2023-10-06,04:45:00,33,3
Essex Street,2023-10-06,05:00:00,33,10
Essex Street,2023-10-06,05:15:00,33,7
Essex Street,2023-10-06,05:30:00,33,4
Essex Street,2023-10-06,05:45:00,33,8
Essex Street,2023-10-06,06:00:00,33,5
Essex Street,2023-10-06,06:15:00,33,11
Essex Street,2023-10-06,06:30:00,33,11
Essex Street,2023-10-06,06:45:00,33,7
Essex Street,2023-10-06,07:00:00,33,9
Essex Street,2023-10-06,07:15:00,33,5
